"","storm_id","storm_name","n_obs","basin","basinid","year","num_id","max_wind_mph","max_wind_ms","min_pressure","max_category","aceyear","sum_of_sq_knts","ace","named","hurricane","hurricane_major","hurricane_intense"
"857","AL061903","UNNAMED",19,"Western Atlantic",1,"1903",190306.1,109,48.868,NA,2,1903,84150,8.415,1,1,NA,NA
"858","AL061904","UNNAMED",26,"Western Atlantic",1,"1904",190406.1,52,23.148,NA,NA,1904,19450,1.945,1,NA,NA,NA
"859","AL061906","UNNAMED",45,"Western Atlantic",1,"1906",190606.1,121,54.012,953,3,1906,167675,16.7675,1,1,1,NA
"860","AL061908","UNNAMED",50,"Western Atlantic",1,"1908",190806.1,121,54.012,NA,3,1908,279950,27.995,1,1,1,NA
"861","AL061909","UNNAMED",34,"Western Atlantic",1,"1909",190906.1,121,54.012,NA,3,1909,227150,22.715,1,1,1,NA
"862","AL061911","UNNAMED",25,"Western Atlantic",1,"1911",191106.1,52,23.148,NA,NA,1911,31175,3.1175,1,NA,NA,NA
"863","AL061912","UNNAMED",27,"Western Atlantic",1,"1912",191206.1,98,43.724,NA,2,1912,97450,9.745,1,1,NA,NA
"864","AL061913","UNNAMED",10,"Western Atlantic",1,"1913",191306.1,75,33.436,1003,1,1913,22175,2.2175,1,1,NA,NA
"865","AL061915","UNNAMED",42,"Western Atlantic",1,"1915",191506.1,144,64.3,931,4,1915,377025,37.7025,1,1,1,1
"866","AL061916","UNNAMED",33,"Western Atlantic",1,"1916",191606.1,132,59.156,932,4,1916,176875,17.6875,1,1,1,1
"867","AL061918","UNNAMED",23,"Western Atlantic",1,"1918",191806.1,46,20.576,NA,NA,1918,27975,2.7975,1,NA,NA,NA
"868","AL061921","UNNAMED",43,"Western Atlantic",1,"1921",192106.1,138,61.728,941,4,1921,274000,27.4,1,1,1,1
"869","AL061923","UNNAMED",22,"Western Atlantic",1,"1923",192306.1,81,36.008,983,1,1923,44625,4.4625,1,1,NA,NA
"870","AL061924","UNNAMED",12,"Western Atlantic",1,"1924",192406.1,46,20.576,1005,NA,1924,14125,1.4125,1,NA,NA,NA
"871","AL061926","UNNAMED",27,"Western Atlantic",1,"1926",192606.1,40,18.004,NA,NA,1926,8575,0.8575,1,NA,NA,NA
"872","AL061927","UNNAMED",14,"Western Atlantic",1,"1927",192706.1,46,20.576,NA,NA,1927,15625,1.5625,1,NA,NA,NA
"873","AL061928","UNNAMED",22,"Western Atlantic",1,"1928",192806.1,92,41.152,NA,1,1928,86650,8.665,1,1,NA,NA
"874","AL061931","UNNAMED",28,"Western Atlantic",1,"1931",193106.1,132,59.156,NA,4,1931,104225,10.4225,1,1,1,1
"875","AL061932","UNNAMED",38,"Western Atlantic",1,"1932",193206.1,75,33.436,NA,1,1932,42700,4.27,1,1,NA,NA
"876","AL061933","UNNAMED",62,"Western Atlantic",1,"1933",193306.1,138,61.728,948,4,1933,336525,33.6525,1,1,1,1
"877","AL061934","UNNAMED",15,"Western Atlantic",1,"1934",193406.1,52,23.148,NA,NA,1934,16150,1.615,1,NA,NA,NA
"878","AL061935","UNNAMED",36,"Western Atlantic",1,"1935",193506.1,86,38.58,988,1,1935,84150,8.415,1,1,NA,NA
"879","AL061936","UNNAMED",31,"Western Atlantic",1,"1936",193606.1,52,23.148,NA,NA,1936,15925,1.5925,1,NA,NA,NA
"880","AL061937","UNNAMED",31,"Western Atlantic",1,"1937",193706.1,127,56.584,951,3,1937,203025,20.3025,1,1,1,NA
"881","AL061938","UNNAMED",57,"Western Atlantic",1,"1938",193806.1,161,72.016,940,5,1938,410375,41.0375,1,1,1,1
"882","AL061939","UNNAMED",39,"Western Atlantic",1,"1939",193906.1,92,41.152,NA,1,1939,93675,9.3675,1,1,NA,NA
"883","AL061940","UNNAMED",29,"Western Atlantic",1,"1940",194006.1,52,23.148,1004,NA,1940,25750,2.575,1,NA,NA,NA
"884","AL061941","UNNAMED",30,"Western Atlantic",1,"1941",194106.1,52,23.148,1004,NA,1941,15775,1.5775,1,NA,NA,NA
"885","AL061942","UNNAMED",27,"Western Atlantic",1,"1942",194206.1,52,23.148,NA,NA,1942,24250,2.425,1,NA,NA,NA
"886","AL061943","UNNAMED",20,"Western Atlantic",1,"1943",194306.1,98,43.724,NA,2,1943,79650,7.965,1,1,NA,NA
"887","AL061944","UNNAMED",13,"Western Atlantic",1,"1944",194406.1,63,28.292,992,NA,1944,14000,1.4,1,NA,NA,NA
"888","AL061945","UNNAMED",15,"Western Atlantic",1,"1945",194506.1,69,30.864,990,NA,1945,27525,2.7525,1,NA,NA,NA
"889","AL061946","UNNAMED",39,"Western Atlantic",1,"1946",194606.1,98,43.724,977,2,1946,59525,5.9525,1,1,NA,NA
"890","AL061947","UNNAMED",27,"Western Atlantic",1,"1947",194706.1,63,28.292,987,NA,1947,29750,2.975,1,NA,NA,NA
"891","AL061948","UNNAMED",54,"Western Atlantic",1,"1948",194806.1,132,59.156,NA,4,1948,223150,22.315,1,1,1,1
"892","AL061949","UNNAMED",47,"Western Atlantic",1,"1949",194906.1,75,33.436,996,1,1949,45525,4.5525,1,1,NA,NA
"893","AL061950","FOX",38,"Western Atlantic",1,"1950",195006.1,138,61.728,946,4,1950,266100,26.61,1,1,1,1
"894","AL061951","EASY",55,"Western Atlantic",1,"1951",195106.1,150,66.872,937,4,1951,318975,31.8975,1,1,1,1
"895","AL061952","CHARLIE",29,"Western Atlantic",1,"1952",195206.1,121,54.012,958,3,1952,96225,9.6225,1,1,1,NA
"896","AL061953","DOLLY",35,"Western Atlantic",1,"1953",195306.1,75,33.436,989,1,1953,57625,5.7625,1,1,NA,NA
"897","AL061954","CAROL",30,"Western Atlantic",1,"1954",195406.1,115,51.44,955,3,1954,134175,13.4175,1,1,1,NA
"898","AL061955","FLORA",31,"Western Atlantic",1,"1955",195506.1,104,46.296,967,2,1955,150500,15.05,1,1,NA,NA
"899","AL061956","ETHEL",11,"Western Atlantic",1,"1956",195606.1,58,25.72,999,NA,1956,12300,1.23,1,NA,NA,NA
"900","AL061957","ESTHER",15,"Western Atlantic",1,"1957",195706.1,63,28.292,1000,NA,1957,22100,2.21,1,NA,NA,NA
"901","AL061958","FIFI",30,"Western Atlantic",1,"1958",195806.1,86,38.58,1000,1,1958,58925,5.8925,1,1,NA,NA
"902","AL061959","EDITH",6,"Western Atlantic",1,"1959",195906.1,58,25.72,1007,NA,1959,8150,0.815,1,NA,NA,NA
"903","AL061960","ETHEL",22,"Western Atlantic",1,"1960",196006.1,115,51.44,974,3,1960,56400,5.64,1,1,1,NA
"904","AL061961","UNNAMED",14,"Western Atlantic",1,"1961",196106.1,40,18.004,NA,NA,1961,6125,0.6125,1,NA,NA,NA
"905","AL061963","EDITH",24,"Western Atlantic",1,"1963",196306.1,98,43.724,990,2,1963,71825,7.1825,1,1,NA,NA
"906","AL061964","DORA",75,"Western Atlantic",1,"1964",196406.1,132,59.156,942,4,1964,354125,35.4125,1,1,1,1
"907","AL061965","ELENA",27,"Western Atlantic",1,"1965",196506.1,81,36.008,977,1,1965,67675,6.7675,1,1,NA,NA
"908","AL061966","FAITH",69,"Western Atlantic",1,"1966",196606.1,127,56.584,950,3,1966,453700,45.37,1,1,1,NA
"909","AL061967","UNNAMED",5,"Western Atlantic",1,"1967",196706.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","AL061968","UNNAMED",25,"Western Atlantic",1,"1968",196806.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","AL061969","ANNA",46,"Western Atlantic",1,"1969",196906.1,69,30.864,1002,NA,1969,49550,4.955,1,NA,NA,NA
"912","AL061970","UNNAMED",7,"Western Atlantic",1,"1970",197006.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","AL061971","BETH",29,"Western Atlantic",1,"1971",197106.1,86,38.58,977,1,1971,43000,4.3,1,1,NA,NA
"914","AL061972","UNNAMED",13,"Western Atlantic",1,"1972",197206.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","AL061973","ALFA",11,"Western Atlantic",1,"1973",197306.1,46,20.576,1005,NA,1973,6500,0.65,1,NA,NA,NA
"916","AL061974","UNNAMED",19,"Western Atlantic",1,"1974",197406.1,58,25.72,992,NA,1974,31975,3.1975,1,NA,NA,NA
"917","AL061975","UNNAMED",9,"Western Atlantic",1,"1975",197506.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","AL061976","ANNA",37,"Western Atlantic",1,"1976",197606.1,52,23.148,999,NA,1976,13275,1.3275,1,NA,NA,NA
"919","AL061977","BABE",24,"Western Atlantic",1,"1977",197706.1,75,33.436,995,1,1977,23125,2.3125,1,1,NA,NA
"920","AL061978","CORA",19,"Western Atlantic",1,"1978",197806.1,92,41.152,980,1,1978,44050,4.405,1,1,NA,NA
"921","AL061979","CLAUDETTE",57,"Western Atlantic",1,"1979",197906.1,52,23.148,997,NA,1979,16200,1.62,1,NA,NA,NA
"922","AL061980","BONNIE",24,"Western Atlantic",1,"1980",198006.1,98,43.724,975,2,1980,87525,8.7525,1,1,NA,NA
"923","AL061981","BRET",9,"Western Atlantic",1,"1981",198106.1,69,30.864,996,NA,1981,19575,1.9575,1,NA,NA,NA
"924","AL061982","DEBBY",30,"Western Atlantic",1,"1982",198206.1,132,59.156,950,4,1982,181550,18.155,1,1,1,1
"925","AL061983","DEAN",17,"Western Atlantic",1,"1983",198306.1,63,28.292,999,NA,1983,36050,3.605,1,NA,NA,NA
"926","AL061984","ARTHUR",33,"Western Atlantic",1,"1984",198406.1,52,23.148,1004,NA,1984,13000,1.3,1,NA,NA,NA
"927","AL061985","UNNAMED",21,"Western Atlantic",1,"1985",198506.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","AL061986","UNNAMED",21,"Western Atlantic",1,"1986",198606.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","AL061987","UNNAMED",14,"Western Atlantic",1,"1987",198706.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","AL061988","UNNAMED",13,"Western Atlantic",1,"1988",198806.1,58,25.72,994,NA,1988,16875,1.6875,1,NA,NA,NA
"931","AL061989","UNNAMED",36,"Western Atlantic",1,"1989",198906.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","AL061990","EDOUARD",44,"Western Atlantic",1,"1990",199006.1,46,20.576,1003,NA,1990,15825,1.5825,1,NA,NA,NA
"933","AL061991","CLAUDETTE",43,"Western Atlantic",1,"1991",199106.1,132,59.156,944,4,1991,140125,14.0125,1,1,1,1
"934","AL061992","CHARLEY",30,"Western Atlantic",1,"1992",199206.1,109,48.868,965,2,1992,109375,10.9375,1,1,NA,NA
"935","AL061993","DENNIS",21,"Western Atlantic",1,"1993",199306.1,52,23.148,1000,NA,1993,21425,2.1425,1,NA,NA,NA
"936","AL061994","DEBBY",8,"Western Atlantic",1,"1994",199406.1,69,30.864,1006,NA,1994,13650,1.365,1,NA,NA,NA
"937","AL061995","UNNAMED",9,"Western Atlantic",1,"1995",199506.1,35,15.432,1002,NA,NA,NA,NA,NA,NA,NA,NA
"938","AL061996","FRAN",72,"Western Atlantic",1,"1996",199606.1,121,54.012,946,3,1996,228875,22.8875,1,1,1,NA
"939","AL061997","UNNAMED",8,"Western Atlantic",1,"1997",199706.1,35,15.432,1008,NA,NA,NA,NA,NA,NA,NA,NA
"940","AL061998","FRANCES",21,"Western Atlantic",1,"1998",199806.1,63,28.292,990,NA,1998,16350,1.635,1,NA,NA,NA
"941","AL061999","EMILY",18,"Western Atlantic",1,"1999",199906.1,52,23.148,1004,NA,1999,24200,2.42,1,NA,NA,NA
"942","AL062000","CHRIS",9,"Western Atlantic",1,"2000",200006.1,40,18.004,1008,NA,2000,1225,0.1225,1,NA,NA,NA
"943","AL062001","ERIN",62,"Western Atlantic",1,"2001",200106.1,121,54.012,968,3,2001,201200,20.12,1,1,1,NA
"944","AL062002","FAY",23,"Western Atlantic",1,"2002",200206.1,58,25.72,998,NA,2002,13250,1.325,1,NA,NA,NA
"945","AL062003","UNNAMED",8,"Western Atlantic",1,"2003",200306.1,35,15.432,1010,NA,NA,NA,NA,NA,NA,NA,NA
"946","AL062004","FRANCES",75,"Western Atlantic",1,"2004",200406.1,144,64.3,935,4,2004,459200,45.92,1,1,1,1
"947","AL062005","FRANKLIN",38,"Western Atlantic",1,"2005",200506.1,69,30.864,997,NA,2005,67150,6.715,1,NA,NA,NA
"948","AL062006","ERNESTO",47,"Western Atlantic",1,"2006",200606.1,75,33.436,985,1,2006,57200,5.72,1,1,NA,NA
"949","AL062007","FELIX",28,"Western Atlantic",1,"2007",200706.1,173,77.16,929,5,2007,180300,18.03,1,1,1,1
"950","AL062008","FAY",60,"Western Atlantic",1,"2008",200806.1,69,30.864,986,NA,2008,72900,7.29,1,NA,NA,NA
"951","AL062009","ERIKA",12,"Western Atlantic",1,"2009",200906.1,52,23.148,1004,NA,2009,12950,1.295,1,NA,NA,NA
"952","AL062010","DANIELLE",51,"Western Atlantic",1,"2010",201006.1,132,59.156,942,4,2010,211325,21.1325,1,1,1,1
"953","AL062011","FRANKLIN",15,"Western Atlantic",1,"2011",201106.1,46,20.576,1004,NA,2011,2825,0.2825,1,NA,NA,NA
"954","AL062012","FLORENCE",21,"Western Atlantic",1,"2012",201206.1,58,25.72,1002,NA,2012,15125,1.5125,1,NA,NA,NA
"955","AL062013","FERNAND",7,"Western Atlantic",1,"2013",201306.1,58,25.72,1001,NA,2013,6550,0.655,1,NA,NA,NA
"956","AL062014","EDOUARD",47,"Western Atlantic",1,"2014",201406.1,121,54.012,955,3,2014,156325,15.6325,1,1,1,NA
"957","AL062015","FRED",31,"Western Atlantic",1,"2015",201506.1,86,38.58,986,1,2015,55275,5.5275,1,1,NA,NA
"958","AL062016","FIONA",31,"Western Atlantic",1,"2016",201606.1,52,23.148,1004,NA,2016,30275,3.0275,1,NA,NA,NA
"959","AL071853","UNNAMED",1,"Western Atlantic",1,"1853",185307.1,58,25.72,NA,NA,1853,2500,0.25,1,NA,NA,NA
"960","AL071859","UNNAMED",11,"Western Atlantic",1,"1859",185907.1,69,30.864,NA,NA,1859,30900,3.09,1,NA,NA,NA
"961","AL071860","UNNAMED",18,"Western Atlantic",1,"1860",186007.1,104,46.296,NA,2,1860,106600,10.66,1,1,NA,NA
"962","AL071861","UNNAMED",1,"Western Atlantic",1,"1861",186107.1,58,25.72,NA,NA,1861,2500,0.25,1,NA,NA,NA
"963","AL071863","UNNAMED",6,"Western Atlantic",1,"1863",186307.1,58,25.72,NA,NA,1863,13200,1.32,1,NA,NA,NA
"964","AL071865","UNNAMED",34,"Western Atlantic",1,"1865",186507.1,104,46.296,975,2,1865,147000,14.7,1,1,NA,NA
"965","AL071866","UNNAMED",7,"Western Atlantic",1,"1866",186607.1,69,30.864,NA,NA,1866,12200,1.22,1,NA,NA,NA
"966","AL071867","UNNAMED",34,"Western Atlantic",1,"1867",186707.1,104,46.296,NA,2,1867,174800,17.48,1,1,NA,NA
"967","AL071869","UNNAMED",32,"Western Atlantic",1,"1869",186907.1,104,46.296,979,2,1869,209300,20.93,1,1,NA,NA
"968","AL071870","UNNAMED",1,"Western Atlantic",1,"1870",187007.1,81,36.008,NA,1,1870,4900,0.49,1,1,NA,NA
"969","AL071871","UNNAMED",33,"Western Atlantic",1,"1871",187107.1,81,36.008,NA,1,1871,103500,10.35,1,1,NA,NA
"970","AL071874","UNNAMED",20,"Western Atlantic",1,"1874",187407.1,104,46.296,NA,2,1874,78700,7.87,1,1,NA,NA
"971","AL071877","UNNAMED",19,"Western Atlantic",1,"1877",187707.1,58,25.72,NA,NA,1877,33300,3.33,1,NA,NA,NA
"972","AL071878","UNNAMED",60,"Western Atlantic",1,"1878",187807.1,138,61.728,938,4,1878,507600,50.76,1,1,1,1
"973","AL071879","UNNAMED",25,"Western Atlantic",1,"1879",187907.1,81,36.008,NA,1,1879,70400,7.04,1,1,NA,NA
"974","AL071880","UNNAMED",12,"Western Atlantic",1,"1880",188007.1,92,41.152,NA,1,1880,54800,5.48,1,1,NA,NA
"975","AL071881","UNNAMED",28,"Western Atlantic",1,"1881",188107.1,69,30.864,NA,NA,1881,52700,5.27,1,NA,NA,NA
"976","AL071885","UNNAMED",16,"Western Atlantic",1,"1885",188507.1,92,41.152,NA,1,1885,57000,5.7,1,1,NA,NA
"977","AL071886","UNNAMED",22,"Western Atlantic",1,"1886",188607.1,115,51.44,NA,3,1886,107850,10.785,1,1,1,NA
"978","AL071887","UNNAMED",39,"Western Atlantic",1,"1887",188707.1,127,56.584,NA,3,1887,302475,30.2475,1,1,1,NA
"979","AL071888","UNNAMED",20,"Western Atlantic",1,"1888",188807.1,109,48.868,970,2,1888,77850,7.785,1,1,NA,NA
"980","AL071889","UNNAMED",31,"Western Atlantic",1,"1889",188907.1,58,25.72,NA,NA,1889,59800,5.98,1,NA,NA,NA
"981","AL071891","UNNAMED",25,"Western Atlantic",1,"1891",189107.1,52,23.148,1004,NA,1891,32250,3.225,1,NA,NA,NA
"982","AL071892","UNNAMED",45,"Western Atlantic",1,"1892",189207.1,98,43.724,NA,2,1892,250800,25.08,1,1,NA,NA
"983","AL071893","UNNAMED",39,"Western Atlantic",1,"1893",189307.1,98,43.724,NA,2,1893,216725,21.6725,1,1,NA,NA
"984","AL071894","UNNAMED",42,"Western Atlantic",1,"1894",189407.1,109,48.868,955,2,1894,189175,18.9175,1,1,NA,NA
"985","AL071896","UNNAMED",12,"Western Atlantic",1,"1896",189607.1,58,25.72,NA,NA,1896,22525,2.2525,1,NA,NA,NA
"986","AL071898","UNNAMED",49,"Western Atlantic",1,"1898",189807.1,132,59.156,938,4,1898,245125,24.5125,1,1,1,1
"987","AL071899","UNNAMED",17,"Western Atlantic",1,"1899",189907.1,46,20.576,NA,NA,1899,27200,2.72,1,NA,NA,NA
"988","AL071900","UNNAMED",24,"Western Atlantic",1,"1900",190007.1,52,23.148,NA,NA,1900,17750,1.775,1,NA,NA,NA
"989","AL071901","UNNAMED",55,"Western Atlantic",1,"1901",190107.1,104,46.296,NA,2,1901,278550,27.855,1,1,NA,NA
"990","AL071903","UNNAMED",40,"Western Atlantic",1,"1903",190307.1,98,43.724,NA,2,1903,180900,18.09,1,1,NA,NA
"991","AL071906","UNNAMED",44,"Western Atlantic",1,"1906",190607.1,69,30.864,NA,NA,1906,122400,12.24,1,NA,NA,NA
"992","AL071908","UNNAMED",10,"Western Atlantic",1,"1908",190807.1,69,30.864,NA,NA,1908,20625,2.0625,1,NA,NA,NA
"993","AL071909","UNNAMED",14,"Western Atlantic",1,"1909",190907.1,52,23.148,NA,NA,1909,10925,1.0925,1,NA,NA,NA
"994","AL071912","UNNAMED",43,"Western Atlantic",1,"1912",191207.1,115,51.44,965,3,1912,206125,20.6125,1,1,1,NA
"995","AL071916","UNNAMED",22,"Western Atlantic",1,"1916",191607.1,109,48.868,NA,2,1916,61325,6.1325,1,1,NA,NA
"996","AL071921","UNNAMED",28,"Western Atlantic",1,"1921",192107.1,58,25.72,NA,NA,1921,22375,2.2375,1,NA,NA,NA
"997","AL071923","UNNAMED",21,"Western Atlantic",1,"1923",192307.1,63,28.292,994,NA,1923,45800,4.58,1,NA,NA,NA
"998","AL071924","UNNAMED",48,"Western Atlantic",1,"1924",192407.1,58,25.72,NA,NA,1924,46900,4.69,1,NA,NA,NA
"999","AL071926","UNNAMED",46,"Western Atlantic",1,"1926",192607.1,150,66.872,930,4,1926,401875,40.1875,1,1,1,1
"1000","AL071927","UNNAMED",20,"Western Atlantic",1,"1927",192707.1,46,20.576,NA,NA,1927,20725,2.0725,1,NA,NA,NA
"1001","AL071931","UNNAMED",33,"Western Atlantic",1,"1931",193107.1,98,43.724,987,2,1931,112925,11.2925,1,1,NA,NA
"1002","AL071932","UNNAMED",44,"Western Atlantic",1,"1932",193207.1,63,28.292,NA,NA,1932,62250,6.225,1,NA,NA,NA
"1003","AL071933","UNNAMED",31,"Western Atlantic",1,"1933",193307.1,46,20.576,NA,NA,1933,20350,2.035,1,NA,NA,NA
"1004","AL071934","UNNAMED",24,"Western Atlantic",1,"1934",193407.1,104,46.296,NA,2,1934,77600,7.76,1,1,NA,NA
"1005","AL071935","UNNAMED",39,"Western Atlantic",1,"1935",193507.1,104,46.296,964,2,1935,146150,14.615,1,1,NA,NA
"1006","AL071936","UNNAMED",21,"Western Atlantic",1,"1936",193607.1,40,18.004,1009,NA,1936,15925,1.5925,1,NA,NA,NA
"1007","AL071937","UNNAMED",23,"Western Atlantic",1,"1937",193707.1,58,25.72,1002,NA,1937,31325,3.1325,1,NA,NA,NA
"1008","AL071938","UNNAMED",30,"Western Atlantic",1,"1938",193807.1,58,25.72,996,NA,1938,43950,4.395,1,NA,NA,NA
"1009","AL071940","UNNAMED",27,"Western Atlantic",1,"1940",194007.1,98,43.724,984,2,1940,103100,10.31,1,1,NA,NA
"1010","AL071942","UNNAMED",13,"Western Atlantic",1,"1942",194207.1,52,23.148,NA,NA,1942,14175,1.4175,1,NA,NA,NA
"1011","AL071943","UNNAMED",16,"Western Atlantic",1,"1943",194307.1,63,28.292,997,NA,1943,29525,2.9525,1,NA,NA,NA
"1012","AL071944","UNNAMED",32,"Western Atlantic",1,"1944",194407.1,144,64.3,940,4,1944,227300,22.73,1,1,1,1
"1013","AL071945","UNNAMED",13,"Western Atlantic",1,"1945",194507.1,40,18.004,NA,NA,1945,4900,0.49,1,NA,NA,NA
"1014","AL071946","UNNAMED",13,"Western Atlantic",1,"1946",194607.1,46,20.576,1002,NA,1946,7250,0.725,1,NA,NA,NA
"1015","AL071947","UNNAMED",16,"Western Atlantic",1,"1947",194707.1,58,25.72,NA,NA,1947,4525,0.4525,1,NA,NA,NA
"1016","AL071948","UNNAMED",14,"Western Atlantic",1,"1948",194807.1,63,28.292,NA,NA,1948,21650,2.165,1,NA,NA,NA
"1017","AL071949","UNNAMED",14,"Western Atlantic",1,"1949",194907.1,52,23.148,NA,NA,1949,6450,0.645,1,NA,NA,NA
"1018","AL071950","GEORGE",42,"Western Atlantic",1,"1950",195007.1,109,48.868,960,2,1950,135850,13.585,1,1,NA,NA
"1019","AL071951","FOX",35,"Western Atlantic",1,"1951",195107.1,115,51.44,NA,3,1951,176450,17.645,1,1,1,NA
"1020","AL071952","DOG",26,"Western Atlantic",1,"1952",195207.1,69,30.864,998,NA,1952,42150,4.215,1,NA,NA,NA
"1021","AL071953","EDNA",28,"Western Atlantic",1,"1953",195307.1,115,51.44,962,3,1953,111150,11.115,1,1,1,NA
"1022","AL071954","DOLLY",18,"Western Atlantic",1,"1954",195407.1,86,38.58,994,1,1954,32800,3.28,1,1,NA,NA
"1023","AL071955","GLADYS",14,"Western Atlantic",1,"1955",195507.1,75,33.436,996,1,1955,19100,1.91,1,1,NA,NA
"1024","AL071956","FLOSSY",52,"Western Atlantic",1,"1956",195607.1,92,41.152,974,1,1956,50625,5.0625,1,1,NA,NA
"1025","AL071957","FRIEDA",29,"Western Atlantic",1,"1957",195707.1,86,38.58,975,1,1957,48500,4.85,1,1,NA,NA
"1026","AL071958","GERDA",34,"Western Atlantic",1,"1958",195807.1,58,25.72,1001,NA,1958,13375,1.3375,1,NA,NA,NA
"1027","AL071959","FLORA",17,"Western Atlantic",1,"1959",195907.1,75,33.436,994,1,1959,23725,2.3725,1,1,NA,NA
"1028","AL071960","FLORENCE",40,"Western Atlantic",1,"1960",196007.1,58,25.72,1000,NA,1960,18700,1.87,1,NA,NA,NA
"1029","AL071961","FRANCES",41,"Western Atlantic",1,"1961",196107.1,127,56.584,948,3,1961,203475,20.3475,1,1,1,NA
"1030","AL071963","FLORA",69,"Western Atlantic",1,"1963",196307.1,144,64.3,940,4,1963,494325,49.4325,1,1,1,1
"1031","AL071964","ETHEL",49,"Western Atlantic",1,"1964",196407.1,115,51.44,969,3,1964,238900,23.89,1,1,1,NA
"1032","AL071966","GRETA",26,"Western Atlantic",1,"1966",196607.1,58,25.72,1004,NA,1966,12300,1.23,1,NA,NA,NA
"1033","AL071967","UNNAMED",13,"Western Atlantic",1,"1967",196707.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","AL071968","UNNAMED",15,"Western Atlantic",1,"1968",196807.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","AL071969","BLANCHE",10,"Western Atlantic",1,"1969",196907.1,86,38.58,997,1,1969,22325,2.2325,1,1,NA,NA
"1036","AL071970","UNNAMED",29,"Western Atlantic",1,"1970",197007.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","AL071971","UNNAMED",17,"Western Atlantic",1,"1971",197107.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","AL071972","UNNAMED",10,"Western Atlantic",1,"1972",197207.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","AL071973","UNNAMED",9,"Western Atlantic",1,"1973",197307.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","AL071974","ALMA",13,"Western Atlantic",1,"1974",197407.1,63,28.292,1007,NA,1974,15275,1.5275,1,NA,NA,NA
"1041","AL071975","CAROLINE",33,"Western Atlantic",1,"1975",197507.1,115,51.44,963,3,1975,54025,5.4025,1,1,1,NA
"1042","AL071976","BELLE",18,"Western Atlantic",1,"1976",197607.1,121,54.012,957,3,1976,95475,9.5475,1,1,1,NA
"1043","AL071977","CLARA",27,"Western Atlantic",1,"1977",197707.1,75,33.436,993,1,1977,36775,3.6775,1,1,NA,NA
"1044","AL071978","UNNAMED",18,"Western Atlantic",1,"1978",197807.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","AL071979","UNNAMED",14,"Western Atlantic",1,"1979",197907.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","AL071980","CHARLEY",22,"Western Atlantic",1,"1980",198007.1,81,36.008,989,1,1980,50675,5.0675,1,1,NA,NA
"1047","AL071981","UNNAMED",8,"Western Atlantic",1,"1981",198107.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","AL071982","UNNAMED",15,"Western Atlantic",1,"1982",198207.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","AL071984","BERTHA",22,"Western Atlantic",1,"1984",198407.1,40,18.004,1007,NA,1984,4900,0.49,1,NA,NA,NA
"1050","AL071985","UNNAMED",10,"Western Atlantic",1,"1985",198507.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","AL071986","UNNAMED",13,"Western Atlantic",1,"1986",198607.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","AL071987","CINDY",22,"Western Atlantic",1,"1987",198707.1,52,23.148,1000,NA,1987,19075,1.9075,1,NA,NA,NA
"1053","AL071988","FLORENCE",20,"Western Atlantic",1,"1988",198807.1,81,36.008,982,1,1988,30450,3.045,1,1,NA,NA
"1054","AL071989","ERIN",37,"Western Atlantic",1,"1989",198907.1,104,46.296,968,2,1989,141825,14.1825,1,1,NA,NA
"1055","AL071990","FRAN",13,"Western Atlantic",1,"1990",199007.1,40,18.004,1007,NA,1990,4900,0.49,1,NA,NA,NA
"1056","AL071991","DANNY",19,"Western Atlantic",1,"1991",199107.1,52,23.148,998,NA,1991,20625,2.0625,1,NA,NA,NA
"1057","AL071992","DANIELLE",18,"Western Atlantic",1,"1992",199207.1,63,28.292,1001,NA,1992,28600,2.86,1,NA,NA,NA
"1058","AL071993","FLOYD",23,"Western Atlantic",1,"1993",199307.1,81,36.008,966,1,1993,31450,3.145,1,1,NA,NA
