"","storm_id","storm_name","n_obs","basin","basinid","year","num_id","max_wind_mph","max_wind_ms","min_pressure","max_category","aceyear","sum_of_sq_knts","ace","named","hurricane","hurricane_major","hurricane_intense"
"2078","EP031991","CARLOS",45,"Eastern Pacific",2,"1991",199103.2,121,54.012,955,3,1991,221300,22.13,1,1,1,NA
"2079","EP031992","BLAS",6,"Eastern Pacific",2,"1992",199203.2,40,18.004,1004,NA,1992,3675,0.3675,1,NA,NA,NA
"2080","EP031993","UNNAMED",21,"Eastern Pacific",2,"1993",199303.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081","EP031994","CARLOTTA",29,"Eastern Pacific",2,"1994",199403.2,104,46.296,967,2,1994,104950,10.495,1,1,NA,NA
"2082","EP031995","BARBARA",42,"Eastern Pacific",2,"1995",199503.2,138,61.728,940,4,1995,298325,29.8325,1,1,1,1
"2083","EP031996","ALMA",30,"Eastern Pacific",2,"1996",199603.2,104,46.296,969,2,1996,93925,9.3925,1,1,NA,NA
"2084","EP031997","CARLOS",10,"Eastern Pacific",2,"1997",199703.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085","EP031998","BLAS",36,"Eastern Pacific",2,"1998",199803.2,138,61.728,943,4,1998,196500,19.65,1,1,1,1
"2086","EP031999","UNNAMED",7,"Eastern Pacific",2,"1999",199903.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2087","EP032000","CARLOTTA",27,"Eastern Pacific",2,"2000",200003.2,155,69.444,932,4,2000,180500,18.05,1,1,1,1
"2088","EP032001","COSME",9,"Eastern Pacific",2,"2001",200103.2,46,20.576,1000,NA,2001,6875,0.6875,1,NA,NA,NA
"2089","EP032002","UNNAMED",8,"Eastern Pacific",2,"2002",200203.2,35,15.432,1006,NA,NA,NA,NA,NA,NA,NA,NA
"2090","EP032003","CARLOS",13,"Eastern Pacific",2,"2003",200303.2,63,28.292,996,NA,2003,8300,0.83,1,NA,NA,NA
"2091","EP032004","BLAS",28,"Eastern Pacific",2,"2004",200403.2,63,28.292,991,NA,2004,16125,1.6125,1,NA,NA,NA
"2092","EP032005","CALVIN",30,"Eastern Pacific",2,"2005",200503.2,52,23.148,1000,NA,2005,10925,1.0925,1,NA,NA,NA
"2093","EP032006","BUD",27,"Eastern Pacific",2,"2006",200603.2,127,56.584,953,3,2006,89800,8.98,1,1,1,NA
"2094","EP032007","THREE",15,"Eastern Pacific",2,"2007",200703.2,35,15.432,1004,NA,NA,NA,NA,NA,NA,NA,NA
"2095","EP032008","CRISTINA",22,"Eastern Pacific",2,"2008",200803.2,52,23.148,999,NA,2008,13700,1.37,1,NA,NA,NA
"2096","EP032009","BLANCA",25,"Eastern Pacific",2,"2009",200903.2,52,23.148,998,NA,2009,12900,1.29,1,NA,NA,NA
"2097","EP032010","BLAS",32,"Eastern Pacific",2,"2010",201003.2,63,28.292,994,NA,2010,27150,2.715,1,NA,NA,NA
"2098","EP032011","CALVIN",29,"Eastern Pacific",2,"2011",201103.2,81,36.008,984,1,2011,25475,2.5475,1,1,NA,NA
"2099","EP032012","CARLOTTA",18,"Eastern Pacific",2,"2012",201203.2,109,48.868,973,2,2012,35925,3.5925,1,1,NA,NA
"2100","EP032013","COSME",30,"Eastern Pacific",2,"2013",201303.2,86,38.58,980,1,2013,45975,4.5975,1,1,NA,NA
"2101","EP032014","CRISTINA",41,"Eastern Pacific",2,"2014",201403.2,150,66.872,935,4,2014,127150,12.715,1,1,1,1
"2102","EP032015","CARLOS",32,"Eastern Pacific",2,"2015",201503.2,92,41.152,978,1,2015,93500,9.35,1,1,NA,NA
"2103","EP032016","BLAS",37,"Eastern Pacific",2,"2016",201603.2,138,61.728,947,4,2016,197575,19.7575,1,1,1,1
"2104","EP041949","UNNAMED",9,"Eastern Pacific",2,"1949",194904.2,86,38.58,NA,1,1949,50625,5.0625,1,1,NA,NA
"2105","EP041950","UNNAMED",5,"Eastern Pacific",2,"1950",195004.2,52,23.148,NA,NA,1950,4050,0.405,1,NA,NA,NA
"2106","EP041951","UNNAMED",5,"Eastern Pacific",2,"1951",195104.2,52,23.148,NA,NA,1951,10125,1.0125,1,NA,NA,NA
"2107","EP041952","UNNAMED",13,"Eastern Pacific",2,"1952",195204.2,86,38.58,NA,1,1952,73125,7.3125,1,1,NA,NA
"2108","EP041953","UNNAMED",25,"Eastern Pacific",2,"1953",195304.2,86,38.58,NA,1,1953,140625,14.0625,1,1,NA,NA
"2109","EP041954","UNNAMED",31,"Eastern Pacific",2,"1954",195404.2,86,38.58,NA,1,1954,174375,17.4375,1,1,NA,NA
"2110","EP041955","UNNAMED",17,"Eastern Pacific",2,"1955",195504.2,52,23.148,NA,NA,1955,34425,3.4425,1,NA,NA,NA
"2111","EP041956","UNNAMED",7,"Eastern Pacific",2,"1956",195604.2,86,38.58,NA,1,1956,39375,3.9375,1,1,NA,NA
"2112","EP041957","UNNAMED",10,"Eastern Pacific",2,"1957",195704.2,52,23.148,NA,NA,1957,16200,1.62,1,NA,NA,NA
"2113","EP041958","UNNAMED",17,"Eastern Pacific",2,"1958",195804.2,86,38.58,NA,1,1958,95625,9.5625,1,1,NA,NA
"2114","EP041959","UNNAMED",15,"Eastern Pacific",2,"1959",195904.2,52,23.148,NA,NA,1959,30375,3.0375,1,NA,NA,NA
"2115","EP041960","DIANA",15,"Eastern Pacific",2,"1960",196004.2,86,38.58,987,1,1960,58750,5.875,1,1,NA,NA
"2116","EP041961","LIZA",19,"Eastern Pacific",2,"1961",196104.2,52,23.148,NA,NA,1961,38475,3.8475,1,NA,NA,NA
"2117","EP041962","UNNAMED",7,"Eastern Pacific",2,"1962",196204.2,52,23.148,NA,NA,1962,14175,1.4175,1,NA,NA,NA
"2118","EP041963","JEN-KATH",39,"Eastern Pacific",2,"1963",196304.2,52,23.148,NA,NA,1963,74925,7.4925,1,NA,NA,NA
"2119","EP041964","ROSALYN",7,"Eastern Pacific",2,"1964",196404.2,52,23.148,NA,NA,1964,14175,1.4175,1,NA,NA,NA
"2120","EP041965","BERNICE",31,"Eastern Pacific",2,"1965",196504.2,52,23.148,NA,NA,1965,62775,6.2775,1,NA,NA,NA
"2121","EP041966","DOLORES",38,"Eastern Pacific",2,"1966",196604.2,86,38.58,NA,1,1966,83250,8.325,1,1,NA,NA
"2122","EP041967","DENISE",49,"Eastern Pacific",2,"1967",196704.2,52,23.148,NA,NA,1967,50200,5.02,1,NA,NA,NA
"2123","EP041968","DIANA",23,"Eastern Pacific",2,"1968",196804.2,52,23.148,NA,NA,1968,20250,2.025,1,NA,NA,NA
"2124","EP041969","DOREEN",23,"Eastern Pacific",2,"1969",196904.2,86,38.58,NA,1,1969,50275,5.0275,1,1,NA,NA
"2125","EP041970","EILEEN",15,"Eastern Pacific",2,"1970",197004.2,46,20.576,NA,NA,1970,8850,0.885,1,NA,NA,NA
"2126","EP041971","DENISE",47,"Eastern Pacific",2,"1971",197104.2,138,61.728,951,4,1971,225375,22.5375,1,1,1,1
"2127","EP041972","DIANA",37,"Eastern Pacific",2,"1972",197204.2,109,48.868,NA,2,1972,167350,16.735,1,1,NA,NA
"2128","EP041973","DOREEN",65,"Eastern Pacific",2,"1973",197304.2,138,61.728,968,4,1973,343450,34.345,1,1,1,1
"2129","EP041974","DOLORES",11,"Eastern Pacific",2,"1974",197404.2,81,36.008,NA,1,1974,33400,3.34,1,1,NA,NA
"2130","EP041975","DENISE",41,"Eastern Pacific",2,"1975",197504.2,138,61.728,NA,4,1975,195825,19.5825,1,1,1,1
"2131","EP041976","DIANA",30,"Eastern Pacific",2,"1976",197604.2,98,43.724,NA,2,1976,83575,8.3575,1,1,NA,NA
"2132","EP041977","DOREEN",21,"Eastern Pacific",2,"1977",197704.2,75,33.436,979,1,1977,42100,4.21,1,1,NA,NA
"2133","EP041978","DANIEL",29,"Eastern Pacific",2,"1978",197804.2,115,51.44,NA,3,1978,113900,11.39,1,1,1,NA
"2134","EP041979","DOLORES",27,"Eastern Pacific",2,"1979",197904.2,121,54.012,NA,3,1979,107250,10.725,1,1,1,NA
"2135","EP041980","DARBY",12,"Eastern Pacific",2,"1980",198004.2,52,23.148,NA,NA,1980,5275,0.5275,1,NA,NA,NA
"2136","EP041981","DORA",25,"Eastern Pacific",2,"1981",198104.2,92,41.152,NA,1,1981,82625,8.2625,1,1,NA,NA
"2137","EP041982","DANIEL",64,"Eastern Pacific",2,"1982",198204.2,115,51.44,NA,3,1982,200100,20.01,1,1,1,NA
"2138","EP041983","DALILIA",26,"Eastern Pacific",2,"1983",198304.2,69,30.864,NA,NA,1983,32300,3.23,1,NA,NA,NA
"2139","EP041984","DOUGLAS",48,"Eastern Pacific",2,"1984",198404.2,144,64.3,NA,4,1984,213250,21.325,1,1,1,1
"2140","EP041985","DOLORES",39,"Eastern Pacific",2,"1985",198504.2,115,51.44,NA,3,1985,123025,12.3025,1,1,1,NA
"2141","EP041986","DARBY",17,"Eastern Pacific",2,"1986",198604.2,40,18.004,NA,NA,1986,3675,0.3675,1,NA,NA,NA
"2142","EP041987","DORA",21,"Eastern Pacific",2,"1987",198704.2,58,25.72,NA,NA,1987,23650,2.365,1,NA,NA,NA
"2143","EP041988","DANIEL",30,"Eastern Pacific",2,"1988",198804.2,63,28.292,994,NA,1988,47700,4.77,1,NA,NA,NA
"2144","EP041989","UNNAMED",8,"Eastern Pacific",2,"1989",198904.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2145","EP041990","DOUGLAS",20,"Eastern Pacific",2,"1990",199004.2,63,28.292,992,NA,1990,33550,3.355,1,NA,NA,NA
"2146","EP041991","DELORES",26,"Eastern Pacific",2,"1991",199104.2,86,38.58,979,1,1991,55000,5.5,1,1,NA,NA
"2147","EP041992","CELIA",50,"Eastern Pacific",2,"1992",199204.2,144,64.3,935,4,1992,269125,26.9125,1,1,1,1
"2148","EP041993","CALVIN",20,"Eastern Pacific",2,"1993",199304.2,109,48.868,966,2,1993,75700,7.57,1,1,NA,NA
"2149","EP041994","DANIEL",26,"Eastern Pacific",2,"1994",199404.2,63,28.292,993,NA,1994,51275,5.1275,1,NA,NA,NA
"2150","EP041995","COSME",21,"Eastern Pacific",2,"1995",199504.2,75,33.436,985,1,1995,36575,3.6575,1,1,NA,NA
"2151","EP041996","BORIS",19,"Eastern Pacific",2,"1996",199604.2,92,41.152,979,1,1996,29125,2.9125,1,1,NA,NA
"2152","EP041997","UNNAMED",12,"Eastern Pacific",2,"1997",199704.2,52,23.148,996,NA,1997,9700,0.97,1,NA,NA,NA
"2153","EP041998","CELIA",17,"Eastern Pacific",2,"1998",199804.2,58,25.72,997,NA,1998,20250,2.025,1,NA,NA,NA
"2154","EP041999","UNNAMED",9,"Eastern Pacific",2,"1999",199904.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155","EP042000","UNNAMED",5,"Eastern Pacific",2,"2000",200004.2,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156","EP042001","ERICK",14,"Eastern Pacific",2,"2001",200104.2,40,18.004,1001,NA,2001,8575,0.8575,1,NA,NA,NA
"2157","EP042002","CRISTINA",30,"Eastern Pacific",2,"2002",200204.2,63,28.292,994,NA,2002,24600,2.46,1,NA,NA,NA
"2158","EP042003","DOLORES",11,"Eastern Pacific",2,"2003",200304.2,40,18.004,1005,NA,2003,2450,0.245,1,NA,NA,NA
"2159","EP042004","CELIA",30,"Eastern Pacific",2,"2004",200404.2,86,38.58,981,1,2004,50800,5.08,1,1,NA,NA
"2160","EP042005","DORA",12,"Eastern Pacific",2,"2005",200504.2,46,20.576,1002,NA,2005,8100,0.81,1,NA,NA,NA
"2161","EP042006","CARLOTTA",33,"Eastern Pacific",2,"2006",200604.2,86,38.58,981,1,2006,60300,6.03,1,1,NA,NA
"2162","EP042007","FOUR",9,"Eastern Pacific",2,"2007",200704.2,35,15.432,1006,NA,NA,NA,NA,NA,NA,NA,NA
"2163","EP042008","DOUGLAS",19,"Eastern Pacific",2,"2008",200804.2,40,18.004,1003,NA,2008,6125,0.6125,1,NA,NA,NA
"2164","EP042009","CARLOS",27,"Eastern Pacific",2,"2009",200904.2,104,46.296,971,2,2009,89200,8.92,1,1,NA,NA
"2165","EP042010","CELIA",50,"Eastern Pacific",2,"2010",201004.2,161,72.016,921,5,2010,240900,24.09,1,1,1,1
"2166","EP042011","DORA",33,"Eastern Pacific",2,"2011",201104.2,155,69.444,929,4,2011,154875,15.4875,1,1,1,1
"2167","EP042012","DANIEL",41,"Eastern Pacific",2,"2012",201204.2,115,51.44,961,3,2012,115800,11.58,1,1,1,NA
"2168","EP042013","DALILA",41,"Eastern Pacific",2,"2013",201304.2,81,36.008,984,1,2013,52775,5.2775,1,1,NA,NA
"2169","EP042014","DOUGLAS",42,"Eastern Pacific",2,"2014",201404.2,52,23.148,999,NA,2014,29575,2.9575,1,NA,NA,NA
"2170","EP042015","ELA",21,"Eastern Pacific",2,"2015",201504.2,46,20.576,1002,NA,2015,8475,0.8475,1,NA,NA,NA
"2171","EP042016","CELIA",63,"Eastern Pacific",2,"2016",201604.2,98,43.724,972,2,2016,100325,10.0325,1,1,NA,NA
"2172","EP051949","UNNAMED",9,"Eastern Pacific",2,"1949",194905.2,52,23.148,NA,NA,1949,18225,1.8225,1,NA,NA,NA
"2173","EP051950","UNNAMED",17,"Eastern Pacific",2,"1950",195005.2,86,38.58,NA,1,1950,95625,9.5625,1,1,NA,NA
"2174","EP051951","UNNAMED",29,"Eastern Pacific",2,"1951",195105.2,52,23.148,NA,NA,1951,58725,5.8725,1,NA,NA,NA
"2175","EP051952","UNNAMED",29,"Eastern Pacific",2,"1952",195205.2,86,38.58,NA,1,1952,134325,13.4325,1,1,NA,NA
"2176","EP051954","UNNAMED",29,"Eastern Pacific",2,"1954",195405.2,52,23.148,NA,NA,1954,58725,5.8725,1,NA,NA,NA
"2177","EP051955","UNNAMED",13,"Eastern Pacific",2,"1955",195505.2,52,23.148,NA,NA,1955,26325,2.6325,1,NA,NA,NA
"2178","EP051956","UNNAMED",13,"Eastern Pacific",2,"1956",195605.2,86,38.58,NA,1,1956,73125,7.3125,1,1,NA,NA
"2179","EP051957","UNNAMED",8,"Eastern Pacific",2,"1957",195705.2,86,38.58,NA,1,1957,28125,2.8125,1,1,NA,NA
"2180","EP051958","UNNAMED",15,"Eastern Pacific",2,"1958",195805.2,52,23.148,NA,NA,1958,30375,3.0375,1,NA,NA,NA
"2181","EP051959","UNNAMED",5,"Eastern Pacific",2,"1959",195905.2,52,23.148,NA,NA,1959,10125,1.0125,1,NA,NA,NA
"2182","EP051960","ESTELLE",47,"Eastern Pacific",2,"1960",196005.2,86,38.58,NA,1,1960,264375,26.4375,1,1,NA,NA
"2183","EP051961","NAOMI",7,"Eastern Pacific",2,"1961",196105.2,52,23.148,NA,NA,1961,14175,1.4175,1,NA,NA,NA
"2184","EP051962","UNNAMED",17,"Eastern Pacific",2,"1962",196205.2,52,23.148,NA,NA,1962,10125,1.0125,1,NA,NA,NA
"2185","EP051963","IRAH",37,"Eastern Pacific",2,"1963",196305.2,52,23.148,NA,NA,1963,26325,2.6325,1,NA,NA,NA
"2186","EP051964","TILLIE",9,"Eastern Pacific",2,"1964",196405.2,52,23.148,NA,NA,1964,18225,1.8225,1,NA,NA,NA
"2187","EP051965","CLAUDIA",17,"Eastern Pacific",2,"1965",196505.2,52,23.148,NA,NA,1965,18225,1.8225,1,NA,NA,NA
"2188","EP051966","EILEEN",25,"Eastern Pacific",2,"1966",196605.2,86,38.58,NA,1,1966,60075,6.0075,1,1,NA,NA
"2189","EP051967","ELEANOR",37,"Eastern Pacific",2,"1967",196705.2,63,28.292,NA,NA,1967,18400,1.84,1,NA,NA,NA
"2190","EP051968","ESTELLE",33,"Eastern Pacific",2,"1968",196805.2,52,23.148,NA,NA,1968,10125,1.0125,1,NA,NA,NA
"2191","EP051969","EMILY",7,"Eastern Pacific",2,"1969",196905.2,63,28.292,NA,NA,1969,12275,1.2275,1,NA,NA,NA
"2192","EP051970","FRANCESCA",35,"Eastern Pacific",2,"1970",197005.2,98,43.724,991,2,1970,78700,7.87,1,1,NA,NA
"2193","EP051971","ELEANOR",19,"Eastern Pacific",2,"1971",197105.2,58,25.72,1009,NA,1971,24775,2.4775,1,NA,NA,NA
"2194","EP051972","ESTELLE",31,"Eastern Pacific",2,"1972",197205.2,81,36.008,NA,1,1972,73225,7.3225,1,1,NA,NA
"2195","EP051973","EMILY",29,"Eastern Pacific",2,"1973",197305.2,138,61.728,972,4,1973,136275,13.6275,1,1,1,1
"2196","EP051974","EILEEN",11,"Eastern Pacific",2,"1974",197405.2,40,18.004,NA,NA,1974,4900,0.49,1,NA,NA,NA
"2197","EP051975","ELEANOR",9,"Eastern Pacific",2,"1975",197505.2,40,18.004,NA,NA,1975,7350,0.735,1,NA,NA,NA
"2198","EP051976","ESTELLE",9,"Eastern Pacific",2,"1976",197605.2,40,18.004,NA,NA,1976,4900,0.49,1,NA,NA,NA
"2199","EP051977","EMILY",7,"Eastern Pacific",2,"1977",197705.2,40,18.004,NA,NA,1977,4900,0.49,1,NA,NA,NA
"2200","EP051978","EMILIA",17,"Eastern Pacific",2,"1978",197805.2,63,28.292,NA,NA,1978,26825,2.6825,1,NA,NA,NA
"2201","EP051979","ENRIQUE",29,"Eastern Pacific",2,"1979",197905.2,144,64.3,NA,4,1979,141575,14.1575,1,1,1,1
"2202","EP051980","ESTELLE",5,"Eastern Pacific",2,"1980",198005.2,46,20.576,NA,NA,1980,4050,0.405,1,NA,NA,NA
"2203","EP051981","EUGENE",21,"Eastern Pacific",2,"1981",198105.2,52,23.148,NA,NA,1981,14600,1.46,1,NA,NA,NA
"2204","EP051982","EMILIA",14,"Eastern Pacific",2,"1982",198205.2,63,28.292,NA,NA,1982,22600,2.26,1,NA,NA,NA
"2205","EP051983","ERICK",19,"Eastern Pacific",2,"1983",198305.2,63,28.292,NA,NA,1983,25725,2.5725,1,NA,NA,NA
"2206","EP051984","ELIDA",44,"Eastern Pacific",2,"1984",198405.2,132,59.156,NA,4,1984,180450,18.045,1,1,1,1
"2207","EP051985","ENRIQUE",35,"Eastern Pacific",2,"1985",198505.2,40,18.004,NA,NA,1985,4900,0.49,1,NA,NA,NA
"2208","EP051986","ESTELLE",40,"Eastern Pacific",2,"1986",198605.2,132,59.156,NA,4,1986,212775,21.2775,1,1,1,1
"2209","EP051987","EUGENE",19,"Eastern Pacific",2,"1987",198705.2,98,43.724,NA,2,1987,49175,4.9175,1,1,NA,NA
"2210","EP051988","EMILIA",25,"Eastern Pacific",2,"1988",198805.2,69,30.864,992,NA,1988,23425,2.3425,1,NA,NA,NA
"2211","EP051989","UNNAMED",20,"Eastern Pacific",2,"1989",198905.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212","EP051990","ELIDA",26,"Eastern Pacific",2,"1990",199005.2,81,36.008,990,1,1990,52975,5.2975,1,1,NA,NA
"2213","EP051991","UNNAMED",7,"Eastern Pacific",2,"1991",199105.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214","EP051992","DARBY",31,"Eastern Pacific",2,"1992",199205.2,121,54.012,968,3,1992,115125,11.5125,1,1,1,NA
"2215","EP051993","DORA",26,"Eastern Pacific",2,"1993",199305.2,132,59.156,945,4,1993,132175,13.2175,1,1,1,1
"2216","EP051994","EMILIA",37,"Eastern Pacific",2,"1994",199405.2,161,72.016,926,5,1994,333000,33.3,1,1,1,1
"2217","EP051995","DALILA",36,"Eastern Pacific",2,"1995",199505.2,63,28.292,994,NA,1995,45200,4.52,1,NA,NA,NA
"2218","EP051996","CRISTINA",11,"Eastern Pacific",2,"1996",199605.2,69,30.864,991,NA,1996,14725,1.4725,1,NA,NA,NA
"2219","EP051997","UNNAMED",19,"Eastern Pacific",2,"1997",199705.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220","EP051998","DARBY",37,"Eastern Pacific",2,"1998",199805.2,115,51.44,958,3,1998,183075,18.3075,1,1,1,NA
"2221","EP051999","CALVIN",9,"Eastern Pacific",2,"1999",199905.2,40,18.004,1005,NA,1999,4900,0.49,1,NA,NA,NA
"2222","EP052000","UNNAMED",7,"Eastern Pacific",2,"2000",200005.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2223","EP052001","DALILA",31,"Eastern Pacific",2,"2001",200105.2,75,33.436,987,1,2001,76675,7.6675,1,1,NA,NA
"2224","EP052002","DOUGLAS",27,"Eastern Pacific",2,"2002",200205.2,104,46.296,970,2,2002,93275,9.3275,1,1,NA,NA
"2225","EP052003","ENRIQUE",23,"Eastern Pacific",2,"2003",200305.2,63,28.292,993,NA,2003,21475,2.1475,1,NA,NA,NA
"2226","EP052004","DARBY",24,"Eastern Pacific",2,"2004",200405.2,121,54.012,957,3,2004,90300,9.03,1,1,1,NA
"2227","EP052005","EUGENE",15,"Eastern Pacific",2,"2005",200505.2,69,30.864,989,NA,2005,16275,1.6275,1,NA,NA,NA
"2228","EP052006","DANIEL",48,"Eastern Pacific",2,"2006",200605.2,150,66.872,933,4,2006,295750,29.575,1,1,1,1
"2229","EP052007","FIVE",7,"Eastern Pacific",2,"2007",200705.2,35,15.432,1006,NA,NA,NA,NA,NA,NA,NA,NA
"2230","EP052008","FIVE",7,"Eastern Pacific",2,"2008",200805.2,35,15.432,1005,NA,NA,NA,NA,NA,NA,NA,NA
"2231","EP052009","DOLORES",25,"Eastern Pacific",2,"2009",200905.2,58,25.72,997,NA,2009,8950,0.895,1,NA,NA,NA
"2232","EP052010","DARBY",39,"Eastern Pacific",2,"2010",201005.2,121,54.012,959,3,2010,111450,11.145,1,1,1,NA
"2233","EP052011","EUGENE",44,"Eastern Pacific",2,"2011",201105.2,138,61.728,942,4,2011,146700,14.67,1,1,1,1
"2234","EP052012","EMILIA",44,"Eastern Pacific",2,"2012",201205.2,138,61.728,945,4,2012,185625,18.5625,1,1,1,1
"2235","EP052013","ERICK",22,"Eastern Pacific",2,"2013",201305.2,81,36.008,983,1,2013,51975,5.1975,1,1,NA,NA
"2236","EP052014","ELIDA",11,"Eastern Pacific",2,"2014",201405.2,52,23.148,1002,NA,2014,12950,1.295,1,NA,NA,NA
"2237","EP052015","DOLORES",45,"Eastern Pacific",2,"2015",201505.2,132,59.156,946,4,2015,146025,14.6025,1,1,1,1
"2238","EP052016","DARBY",61,"Eastern Pacific",2,"2016",201605.2,121,54.012,958,3,2016,225125,22.5125,1,1,1,NA
"2239","EP061949","UNNAMED",7,"Eastern Pacific",2,"1949",194906.2,86,38.58,NA,1,1949,17325,1.7325,1,1,NA,NA
"2240","EP061950","UNNAMED",9,"Eastern Pacific",2,"1950",195006.2,86,38.58,NA,1,1950,50625,5.0625,1,1,NA,NA
"2241","EP061951","UNNAMED",21,"Eastern Pacific",2,"1951",195106.2,52,23.148,NA,NA,1951,38475,3.8475,1,NA,NA,NA
"2242","EP061952","UNNAMED",9,"Eastern Pacific",2,"1952",195206.2,52,23.148,NA,NA,1952,18225,1.8225,1,NA,NA,NA
"2243","EP061954","UNNAMED",15,"Eastern Pacific",2,"1954",195406.2,52,23.148,NA,NA,1954,30375,3.0375,1,NA,NA,NA
"2244","EP061955","UNNAMED",5,"Eastern Pacific",2,"1955",195506.2,86,38.58,NA,1,1955,28125,2.8125,1,1,NA,NA
"2245","EP061956","UNNAMED",9,"Eastern Pacific",2,"1956",195606.2,52,23.148,NA,NA,1956,18225,1.8225,1,NA,NA,NA
"2246","EP061957","UNNAMED",11,"Eastern Pacific",2,"1957",195706.2,52,23.148,NA,NA,1957,22275,2.2275,1,NA,NA,NA
"2247","EP061958","UNNAMED",5,"Eastern Pacific",2,"1958",195806.2,52,23.148,NA,NA,1958,10125,1.0125,1,NA,NA,NA
"2248","EP061959","UNNAMED",7,"Eastern Pacific",2,"1959",195906.2,52,23.148,NA,NA,1959,14175,1.4175,1,NA,NA,NA
"2249","EP061960","FERNANDA",23,"Eastern Pacific",2,"1960",196006.2,86,38.58,NA,1,1960,129375,12.9375,1,1,NA,NA
"2250","EP061961","ORLA",19,"Eastern Pacific",2,"1961",196106.2,52,23.148,NA,NA,1961,38475,3.8475,1,NA,NA,NA
"2251","EP061962","BERNICE",19,"Eastern Pacific",2,"1962",196206.2,52,23.148,NA,NA,1962,34425,3.4425,1,NA,NA,NA
"2252","EP061963","LILLIAN",19,"Eastern Pacific",2,"1963",196306.2,52,23.148,NA,NA,1963,34425,3.4425,1,NA,NA,NA
"2253","EP061965","DOREEN",41,"Eastern Pacific",2,"1965",196506.2,52,23.148,NA,NA,1965,83025,8.3025,1,NA,NA,NA
"2254","EP061966","FRANCESCA",43,"Eastern Pacific",2,"1966",196606.2,86,38.58,NA,1,1966,114075,11.4075,1,1,NA,NA
"2255","EP061967","FRANCENE",15,"Eastern Pacific",2,"1967",196706.2,52,23.148,NA,NA,1967,30375,3.0375,1,NA,NA,NA
"2256","EP061968","FERNANDA",41,"Eastern Pacific",2,"1968",196806.2,86,38.58,NA,1,1968,80325,8.0325,1,1,NA,NA
"2257","EP061969","FLORENCE",23,"Eastern Pacific",2,"1969",196906.2,69,30.864,997,NA,1969,26225,2.6225,1,NA,NA,NA
"2258","EP061970","GRETCHEN",29,"Eastern Pacific",2,"1970",197006.2,52,23.148,1009,NA,1970,39975,3.9975,1,NA,NA,NA
"2259","EP061971","FRANCESCA",23,"Eastern Pacific",2,"1971",197106.2,115,51.44,991,3,1971,74550,7.455,1,1,1,NA
"2260","EP061972","FERNANDA",49,"Eastern Pacific",2,"1972",197206.2,115,51.44,948,3,1972,180950,18.095,1,1,1,NA
"2261","EP061973","FLORENCE",23,"Eastern Pacific",2,"1973",197306.2,92,41.152,995,1,1973,40550,4.055,1,1,NA,NA
"2262","EP061974","FRANCESCA",23,"Eastern Pacific",2,"1974",197406.2,75,33.436,986,1,1974,49325,4.9325,1,1,NA,NA
"2263","EP061975","FRANCENE",11,"Eastern Pacific",2,"1975",197506.2,52,23.148,NA,NA,1975,9325,0.9325,1,NA,NA,NA
"2264","EP061976","FERNANDA",21,"Eastern Pacific",2,"1976",197606.2,40,18.004,NA,NA,1976,7350,0.735,1,NA,NA,NA
"2265","EP061977","FLORENCE",17,"Eastern Pacific",2,"1977",197706.2,104,46.296,NA,2,1977,47625,4.7625,1,1,NA,NA
"2266","EP061978","FICO",80,"Eastern Pacific",2,"1978",197806.2,138,61.728,NA,4,1978,627600,62.76,1,1,1,1
"2267","EP061979","FEFA",17,"Eastern Pacific",2,"1979",197906.2,115,51.44,NA,3,1979,73275,7.3275,1,1,1,NA
"2268","EP061980","FRANK",18,"Eastern Pacific",2,"1980",198006.2,52,23.148,NA,NA,1980,7300,0.73,1,NA,NA,NA
"2269","EP061981","FERNANDA",27,"Eastern Pacific",2,"1981",198106.2,104,46.296,NA,2,1981,90750,9.075,1,1,NA,NA
"2270","EP061982","FABIO",32,"Eastern Pacific",2,"1982",198206.2,81,36.008,NA,1,1982,58650,5.865,1,1,NA,NA
"2271","EP061983","FLOSSIE",19,"Eastern Pacific",2,"1983",198306.2,58,25.72,NA,NA,1983,11875,1.1875,1,NA,NA,NA
"2272","EP061984","FAUSTO",27,"Eastern Pacific",2,"1984",198406.2,109,48.868,NA,2,1984,124550,12.455,1,1,NA,NA
"2273","EP061985","FEFA",18,"Eastern Pacific",2,"1985",198506.2,69,30.864,NA,NA,1985,21875,2.1875,1,NA,NA,NA
"2274","EP061986","FRANK",38,"Eastern Pacific",2,"1986",198606.2,86,38.58,NA,1,1986,66475,6.6475,1,1,NA,NA
"2275","EP061987","FERNANDA",30,"Eastern Pacific",2,"1987",198706.2,63,28.292,NA,NA,1987,29900,2.99,1,NA,NA,NA
